id,user_id,account_name,status,cost,current_reel,reels_state,bust_reel,bust_position_id,jackpot_hits,jackpot_unlocked,free_spin_active,free_spins_remaining,free_spin_round,free_spin_stocks,payout_summary,created_at,ended_at,free_spin_confirmed,updated_at
41e6c35d-b615-4989-a01a-e87787baaa18,376549948860399630,さり,active,100,1,[],,,0,false,false,0,0,0,{},2026-03-01 10:50:04.632275+00,,false,2026-03-01 10:50:04.632275+00
7c855acd-0842-4a10-b44c-f4cd12ee2511,1247254576512630949,みえちゃん,active,100,2,"[{""amount"": 20.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 1, ""position_id"": ""11ced38c-cf71-40bf-b767-2a04b9a9026f"", ""reward_name"": ""コイン +20"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}]",,,0,false,false,0,0,0,{},2026-03-01 10:50:03.180235+00,,false,2026-03-01 10:50:03.180235+00
e2e4763f-992e-426c-8815-3466a41d72a1,376549948860399630,さり,bust,100,2,"[{""amount"": 10.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 1, ""position_id"": ""26c03b46-08a6-464b-93c1-e54970c3bfe2"", ""reward_name"": ""コイン +10"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0.00, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 2, ""position_id"": ""55c670e6-a7c4-45cc-acae-cd64cfbb0e12"", ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 3, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 4, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 5, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 6, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 7, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}]",2,55c670e6-a7c4-45cc-acae-cd64cfbb0e12,0,false,false,0,0,0,{},2026-03-01 10:50:01.221627+00,2026-03-01 10:50:03.466351+00,false,2026-03-01 10:50:01.221627+00
daaca288-ec0b-457a-9d7d-1a47111e72f6,1247254576512630949,みえちゃん,bust,100,1,"[{""amount"": 0.00, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 1, ""position_id"": ""0412d64a-b4ce-48be-a386-08e9b38f74cc"", ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 2, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 3, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 4, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 5, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 6, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 7, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}]",1,0412d64a-b4ce-48be-a386-08e9b38f74cc,0,false,false,0,0,0,{},2026-03-01 10:50:00.041237+00,2026-03-01 10:50:01.68215+00,false,2026-03-01 10:50:00.041237+00
39812b37-bc95-48a0-8dbd-1981a6cc6ee9,806852078013251594,マスタード,cashed_out,100,4,"[{""amount"": 10.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 1, ""position_id"": ""fe30dd61-a7f3-4995-9cdb-f00ffe1887fc"", ""reward_name"": ""コイン +10"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 10.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 2, ""position_id"": ""c3e5b15e-9d2f-43fe-a017-fa9a65564483"", ""reward_name"": ""コイン +10"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 100.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": true, ""reel_index"": 3, ""position_id"": ""5fb64e29-e1e1-4721-af9c-7a78269d4a14"", ""reward_name"": ""コイン +100"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}]",,,1,false,false,0,0,0,"[{}, {""type"": ""coin"", ""amount"": 20, ""reward_id"": null, ""reward_name"": ""コイン +10""}, {""type"": ""coin"", ""amount"": 100, ""reward_id"": null, ""reward_name"": ""コイン +100""}]",2026-03-01 10:49:59.350096+00,2026-03-01 10:50:03.162648+00,false,2026-03-01 10:49:59.350096+00
2f5501cf-e348-4327-b17a-0304344a9a5b,328071171566206977,あやか,bust,100,4,"[{""amount"": 10.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 1, ""position_id"": ""0129ed18-440e-43fd-b484-62c6f0eea06d"", ""reward_name"": ""コイン +10"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 10.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 2, ""position_id"": ""4bdadc86-974f-4216-82cc-67a3f8806d2b"", ""reward_name"": ""コイン +10"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0.50, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 3, ""position_id"": ""31328a2b-0b19-4738-a4de-8f5c9f8beec6"", ""reward_name"": ""倍率+0.5"", ""reward_type"": ""multiplier"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0.00, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 4, ""position_id"": ""cf649718-d4db-4d9f-a794-2db5b2a453c3"", ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 5, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 6, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 7, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}]",4,cf649718-d4db-4d9f-a794-2db5b2a453c3,0,false,false,0,0,0,{},2026-03-01 10:49:57.468587+00,2026-03-01 10:50:04.04523+00,false,2026-03-01 10:49:57.468587+00
31795c21-e7bb-4d61-aa1c-189fc37bfeda,376549948860399630,さり,bust,100,2,"[{""amount"": 0.50, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 1, ""position_id"": ""c543a9b5-a6b4-420e-bee8-805aaab65bc5"", ""reward_name"": ""倍率+0.5"", ""reward_type"": ""multiplier"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0.00, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 2, ""position_id"": ""09603ad1-3951-4ace-baf8-167a31930083"", ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 3, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 4, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 5, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 6, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 7, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}]",2,09603ad1-3951-4ace-baf8-167a31930083,0,false,false,0,0,0,{},2026-03-01 10:49:55.974915+00,2026-03-01 10:49:58.055011+00,false,2026-03-01 10:49:55.974915+00
5ce55092-2048-4e88-813c-32656a861f8a,449576837006491669,関の里（緑）,active,100,6,"[{""amount"": 10.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 1, ""position_id"": ""fe30dd61-a7f3-4995-9cdb-f00ffe1887fc"", ""reward_name"": ""コイン +10"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 50.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 2, ""position_id"": ""74acca2d-a769-4e2e-8438-8097bf1986e8"", ""reward_name"": ""コイン +50"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 100.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": true, ""reel_index"": 3, ""position_id"": ""5fb64e29-e1e1-4721-af9c-7a78269d4a14"", ""reward_name"": ""コイン +100"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 100.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 4, ""position_id"": ""44faa2ed-687a-468a-91ea-d114cbc46cbd"", ""reward_name"": ""コイン +100"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 1.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 5, ""position_id"": ""8423f365-f229-468d-9c1e-5932b4e6965f"", ""reward_name"": ""祈願符+1"", ""reward_type"": ""gacha_ticket"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}]",,,1,false,false,0,0,0,{},2026-03-01 10:49:55.94125+00,,false,2026-03-01 10:49:55.94125+00
2732dd7a-f348-4a78-8746-cd2fe0952b8c,954284234330234930,あまみん。,bust,100,4,"[{""amount"": 1.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": true, ""reel_index"": 1, ""position_id"": ""878d4251-fedb-46cd-b719-157b9856deb7"", ""reward_name"": ""倍率+1"", ""reward_type"": ""multiplier"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 30.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 2, ""position_id"": ""4f08142c-4ca4-413a-9163-e107b01f9c67"", ""reward_name"": ""コイン +30"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 80.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 3, ""position_id"": ""8d57c56f-9d3b-4edf-a3e4-ad5dcbca50cb"", ""reward_name"": ""コイン +80"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0.00, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 4, ""position_id"": ""9b4aa7b1-6a5c-4b82-b597-0b380c4d7c3c"", ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 5, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 6, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 7, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}]",4,9b4aa7b1-6a5c-4b82-b597-0b380c4d7c3c,1,false,false,0,0,0,{},2026-03-01 10:49:53.593895+00,2026-03-01 10:49:57.310352+00,false,2026-03-01 10:49:53.593895+00
51a6620d-a27b-4c7b-aee9-af9508fb730d,806852078013251594,マスタード,bust,100,4,"[{""amount"": 10.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 1, ""position_id"": ""fe30dd61-a7f3-4995-9cdb-f00ffe1887fc"", ""reward_name"": ""コイン +10"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0.50, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 2, ""position_id"": ""a3cf43be-54f1-4b1c-8204-6b3f603dc648"", ""reward_name"": ""倍率+0,5"", ""reward_type"": ""multiplier"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 20.00, ""is_bust"": false, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 3, ""position_id"": ""f9578423-9f85-4144-8b0e-689d049b48c0"", ""reward_name"": ""コイン +20"", ""reward_type"": ""coin"", ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0.00, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 4, ""position_id"": ""9b4aa7b1-6a5c-4b82-b597-0b380c4d7c3c"", ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 5, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 6, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}, {""amount"": 0, ""is_bust"": true, ""reward_id"": null, ""is_jackpot"": false, ""reel_index"": 7, ""position_id"": null, ""reward_name"": null, ""reward_type"": null, ""is_free_spin"": false, ""free_spin_round"": 0, ""is_free_spin_stock"": false}]",4,9b4aa7b1-6a5c-4b82-b597-0b380c4d7c3c,0,false,false,0,0,0,{},2026-03-01 10:49:52.874874+00,2026-03-01 10:49:58.459787+00,false,2026-03-01 10:49:52.874874+00
